DX,DATE,UTC,FREQUENCY,MODE,RST,WKD,PATH,SUBMITTER,REMARKS,SQSL,RQSL,QSL_info
56LW66,30/03/2025,10:20,27560,USB,5/9,WKD,SP,30AT213,"Thanks for the nice QSO 73's Nick",2025-03-31,,
30LO3771,30/03/2025,09:54,27560,USB,5/9,WKD,SP,30AT213,"Gracias Javier 73's",2025-03-31,,
315TW001,30/03/2025,09:50,27460,USB,5/9,WKD,SP,30AT213,"Thanks Yuri 73's",,,
45KPI001,30/03/2025,10:25,27560,USB,5/9,WKD,SP,30AT213,"Thank You for the QSO 73",2025-03-30,2025-03-30,
332SD101,28/03/2025,16:33,27530,USB,5/9,WKD,SP,30AT213,"Thank You for the QSO 73",2025-03-29,2025-03-29,
315LR124,29/03/2025,12:12,27560,USB,5/9,WKD,SP,30AT213,,,,
44NB124,29/03/2025,14:02,27580,USB,5/6,WKD,SP,30AT213,,,,
18VOG127,29/03/2025,11:56,27525,USB,5/9,WKD,SP,30AT213,"Gracias James 73’s",2025-03-29,2025-03-30,
331AB321,26/03/2025,15:39,27560,USB,5/9,WKD,SP,30AT213,"Thank You for the QSO 73",2025-03-26,2025-03-26,
108AT122,26/03/2025,13:46,27560,USB,5/9,WKD,SP,30AT213,"Thanks 73's",2025-03-26,2025-03-26,
1LE66,25/03/2025,16:02,27520,USB,5/9,WKD,SP,30AT213,"Thanks 73's",2025-03-26,2025-03-26,
161DKC129,25/03/2025,15:55,27520,USB,5/9,WKD,SP,30AT213,"Thanks 73's",,,
331AB321,25/03/2025,15:39,27560,USB,5/9,WKD,SP,30AT213,"Thanks 73's",2025-03-27,2025-03-27,
233VOG001,25/03/2025,15:37,27560,USB,5/9,WKD,SP,30AT213,"Thanks 73's",2025-03-26,,
14DA181,25/03/2025,15:25,27660,USB,5/4,WKD,SP,30AT213,"Thanks 73's",2025-03-26,,
2NC161,24/03/2025,15:37,27560,USB,5/7,WKD,SP,30AT213,,,,
21WM102,24/03/2025,14:52,27510,USB,5/9,WKD,SP,30AT213,,,,
56LW66,24/03/2025,14:38,27510,USB,5/9,WKD,SP,30AT213,"Thank 73's Nick",2025-03-24,,
34AT/S006,23/03/2025,18:17,27610,USB,5/9,WKD,SP,30AT213,"Good Activation 73’s",,,
34AB01,23/03/2025,18:08,27685,USB,5/9,WKD,SP,30AT213,"Muchas gracias por el QSO Santi 73’s",,,
22RC102,23/03/2025,16:43,27640,USB,5/9,WKD,SP,30AT213,,2025-03-23,,
30AT216,23/03/2025,19:07,27560,USB,5/9,WKD,SP,30AT213,"73’s Ximo",2025-03-24,2025-07-07,
50EK010,22/03/2025,17:25,27605,USB,5/9,WKD,SP,30AT213,"73s Dima",2025-03-23,2025-03-24,eQSL
233YO015,22/03/2025,16:56,27540,USB,5/7,WKD,SP,30AT213,"73s Nick",,,
330SK884,21/03/2025,16:26,27560,USB,5/9,WKD,SP,30AT213,"Thanks 73s",2025-03-23,2025-03-21,eQSL
161RC015,21/03/2025,16:22,27560,USB,5/9,WKD,SP,30AT213,"Thanks 73s Monica",2025-03-23,2025-03-21,eQSL
332SD101,21/03/2025,16:12,27540,USB,5/9,WKD,SP,30AT213,"Thanks 73s",2025-03-24,2025-03-21,eQSL
45CI102,21/03/2025,16:09,27540,USB,5/9,WKD,SP,30AT213,"Thanks 73s",2025-03-23,2025-03-21,eQSL
18VOG001,21/03/2025,16:05,27605,USB,5/7,WKD,SP,30AT213,"Thanks 73s",,,
56KPI010,21/03/2025,15:56,27560,USB,5/9,WKD,SP,30AT213,"Thanks 73s",,,
153DT001,21/03/2025,15:50,27480,USB,5/5,WKD,SP,30AT213,"Thanks 73s",,,
60AT102,21/03/2025,15:30,27560,USB,5/5,WKD,SP,30AT213,"Thanks 73s",,,
18VOG101,21/03/2025,15:12,27560,USB,5/9,WKD,SP,30AT213,"Thanks 73s",2025-04-07,2025-03-21,eQSL
330AT112,21/03/2025,14:48,27560,USB,5/7,WKD,SP,30AT213,"Thanks  73s",2025-04-07,2025-04-10,eQSL
20EK020,21/03/2025,14:46,27560,USB,5/9,WKD,SP,30AT213,"Thanks 73s",2025-04-07,2025-04-08,eQSL
109HT7871,21/03/2025,14:01,27560,USB,5/7,WKD,SP,30AT213,"Thanks 73s",,,
161SAS01,20/03/2025,17:43,27490,USB,5/7,WKD,SP,30AT213,73s,,,
2AT041,20/03/2025,16:59,27560,USB,5/7,WKD,SP,30AT213,"73s Joe",,,
332SD101,20/03/2025,16:52,27520,USB,5/9,WKD,SP,30AT213,73s,2025-04-07,2025-03-21,eQSL
30AT046,18/03/2025,18:06,27475,USB,5/9,WKD,SP,30AT213,"73s Oscar",,2025-03-21,eQSL
161ML3579,18/03/2025,17:59,27490,USB,5/9,WKD,SP,30AT213,73s,,,
331TK007,19/03/2025,17:45,27545,USB,5/7,WKD,SP,30AT213,"73s Located 178 Div",2025-04-07,2025-04-24,eQSL
1WM011,18/03/2025,17:28,27685,USB,5/9,WKD,SP,30AT213,"Thanks Max",2025-04-07,2025-04-07,eQSL
34AT210,17/03/2025,16:46,27490,USB,5/9,WKD,SP,30AT213,"Gracias Paco 73s",2025-03-27,2025-03-27,eQSL
93CR/EU023,17/03/2025,16:49,27475,USB,5/9,WKD,SP,30AT213,"Thank 73s No 861",,,"QSL en Papel"
20AT015,16/03/2025,18:54,27643,USB,5/7,WKD,SP,30AT213,73s,2025-04-07,2025-03-16,eQSL
67AT177,16/03/2025,18:15,27670,USB,5/7,WKD,SP,30AT213,73s,2025-04-07,2025-03-16,eQSL
161AT705,16/03/2025,13:13,27510,USB,5/9,WKD,SP,30AT213,73s,2025-04-07,2025-06-09,eQSL
218AT437,16/03/2025,12:59,27640,USB,5/7,WKD,SP,30AT213,73S,,,"QSL en Papel"
145AT/0,16/03/2025,12:49,27610,USB,5/7,WKD,SP,30AT213,"New one 73s",,,"Split 620"
47AT121,16/03/2025,12:09,27610,USB,5/9,WKD,SP,30AT213,73s,2025-03-17,2025-03-16,eQSL
116AT114,16/03/2025,11:45,27640,USB,5/7,WKD,SP,30AT213,73s,2025-04-07,2025-03-16,eQSL
3PAT627,16/03/2025,11:26,27770,USB,5/7,WKD,SP,30AT213,73s,2025-03-16,2025-03-16,eQSL
13IR100,16/03/2025,10:56,27530,USB,5/9,WKD,SP,30AT213,"73s Stefan good QSO",2025-03-16,2025-03-16,eQSL
161DKC129,14/03/2025,16:20,27500,USB,5/9,WKD,SP,30AT213,73S,,,
91EK/RF505,14/03/2025,16:26,27515,USB,5/7,WKD,SP,30AT213,73s,2025-03-15,,
188AT111,14/03/2025,16:41,27600,USB,5/7,WKD,SP,30AT213,73S,,,
330AT200,14/03/2025,17:23,27575,USB,5/9,WKD,SP,30AT213,73s,2025-04-07,2025-03-15,eQSL
20RC001,15/03/2025,11:17,27645,USB,5/9,WKD,SP,30AT213,"Thank 73s",2025-03-17,2025-03-15,eQSL
233BC014,13/03/2025,17:04,27570,USB,5/7,WKD,SP,30AT213,"Marco 73's",,,
